n 400 e 7940
p 54 213 40.964294371291096
p 118 122 68.9665591553628
p 179 359 71.0989749302225
p 51 388 16.98002300109286
p 183 269 40.68938415846243
p 48 325 64.88705227824187
p 93 171 51.838045979241045
p 219 290 51.268878112771546
p 158 247 73.14918806457109
p 32 207 4.424097029873738
p 29 264 71.27530307335681
p 223 229 72.49051846019056
p 58 71 87.41977177312
p 221 391 70.33066512046332
p 132 169 93.48801282408384
p 108 177 20.619633869669517
p 71 319 1.635004351177321
p 95 279 12.93881421492745
p 86 114 4.609940003366089
p 91 297 86.7716802875754
p 250 306 98.23418246165946
p 40 369 58.02924042105698
p 79 297 94.9586094028904
p 110 111 15.972269022215325
p 160 388 18.122256708867777
p 31 248 70.4975548082732
p 263 399 29.58644755842654
p 99 186 18.373367409450545
p 343 361 78.40027905048461
p 32 202 55.788995098865286
p 223 255 50.69486723130075
p 223 251 95.47412177192722
p 312 321 49.604472990696685
p 364 399 65.85600860702554
p 154 204 36.92858647085817
p 185 214 37.26032754216448
p 34 364 57.187399725880745
p 51 269 90.91513629020298
p 8 16 38.79631399729117
p 309 318 99.94507658205289
p 314 396 57.377040261461964
p 44 134 57.87577072502821
p 95 145 76.68869975718766
p 60 386 53.92611574743362
p 92 269 62.70968315849216
p 95 139 52.8730937435288
p 188 258 84.19237197450953
p 167 397 5.254486939205834
p 12 67 16.1836518626908
p 68 227 47.4534053760631
p 149 279 93.44032550182378
p 10 173 41.54737052826763
p 5 37 80.0913386039993
p 70 340 22.028295864412506
p 54 341 43.05763604383756
p 89 193 31.371759209025164
p 9 274 33.559713884500276
p 105 309 12.02499881107712
p 271 338 69.48660508726594
p 173 269 25.773748996318115
p 147 243 14.843353337767816
p 162 353 82.54000037206399
p 261 280 55.136133237144385
p 99 141 1.3669320692621414
p 47 299 8.519193443256404
p 117 143 99.7394369956958
p 182 263 41.12888897809865
p 153 315 62.06187053505234
p 44 158 67.7850684438428
p 81 173 59.51779608736854
p 67 277 87.00126805828191
p 73 123 66.73202268881577
p 127 194 51.817339277497325
p 253 361 8.67657857435273
p 304 384 86.93271118923987
p 24 42 88.90379935526067
p 283 308 3.2896577658310453
p 171 358 17.814100111129257
p 185 345 99.98262119689775
p 321 338 38.591002316566936
p 106 350 64.98656131483412
p 58 353 32.20507266859862
p 59 146 85.372432610151
p 142 256 20.646537792494698
p 63 224 79.22738303502062
p 36 140 71.28234040679614
p 341 371 85.01122326778014
p 16 149 29.368565081730363
p 34 259 5.032336175995049
p 185 319 18.474896253237553
p 179 389 29.79828966743645
p 46 55 52.21640038785461
p 61 155 83.92978134935056
p 51 198 49.46597719492172
p 31 252 48.553824267497795
p 178 191 92.116510678376
p 75 162 72.5017611630653
p 43 270 37.829045841787625
p 206 386 86.71613957396636
p 14 66 50.683697778825106
p 115 251 11.77306095204635
p 147 203 26.589503145398353
p 200 386 86.33866116059392
p 363 366 72.47591935634534
p 7 144 59.30965015101125
p 211 357 61.09461033461513
p 321 343 48.736956334744775
p 105 242 59.76629395790032
p 74 119 89.22387255445186
p 144 256 67.45834957060528
p 12 272 74.26115651440644
p 189 309 20.00948723919445
p 77 281 90.49004486536823
p 196 270 71.65318680293002
p 81 119 84.97870678147102
p 38 250 57.98778751823548
p 7 277 6.001539062168124
p 208 333 62.479232008303875
p 290 349 47.58395510968713
p 234 315 69.51289795395016
p 44 351 15.464219894112075
p 36 42 54.34247917132743
p 46 188 52.409193216950875
p 184 224 75.76832316997239
p 136 231 25.726125054127873
p 133 278 65.62928379782953
p 313 338 57.83667711397955
p 101 322 67.39967497058898
p 234 242 59.454634321604416
p 80 301 60.75171608663854
p 145 230 45.58034174207745
p 5 392 85.61366595953375
p 4 325 90.74666895097599
p 148 278 67.33191556981984
p 74 84 75.42127629091105
p 248 289 65.39563408329265
p 46 259 73.45360579030196
p 102 156 45.23721191664469
p 5 109 88.11430764914934
p 56 285 16.798958543333733
p 148 194 98.61061024991918
p 150 304 71.42821224502069
p 155 234 20.281321403549523
p 355 378 63.65333009490269
p 113 339 74.8919152084614
p 198 351 78.66834831411943
p 63 254 9.8705775963721
p 70 222 17.871218486353904
p 60 237 98.4661079356085
p 179 384 33.48071659231614
p 80 242 6.45012244146146
p 141 232 16.089953954515067
p 80 90 66.69811468668935
p 109 337 51.700977743119765
p 294 398 88.02855443693944
p 40 274 76.87834453942322
p 154 155 25.476405040069903
p 183 248 63.44130098134009
p 188 242 8.619881098801335
p 6 287 21.410073699209132
p 80 359 25.885543887897263
p 326 344 52.71741243337805
p 219 389 1.4165776436996613
p 13 103 93.57438959976109
p 61 291 92.95926627585897
p 114 197 29.93653958607141
p 92 329 20.35244071638582
p 113 207 83.50738565781195
p 146 399 32.969010487001185
p 93 241 58.78528172223541
p 229 345 39.323026300667316
p 267 335 22.108881364044684
p 98 272 64.80938273164458
p 171 205 16.598423565069744
p 92 383 89.82844750009725
p 46 303 6.922167129549745
p 26 170 77.03407459057028
p 295 347 86.4213743980598
p 185 186 37.68724924886182
p 266 387 76.21435956138534
p 125 247 48.48759725130984
p 194 244 71.96090545441567
p 291 353 52.37524320095775
p 265 338 75.32544708979805
p 6 369 39.93442571591331
p 251 258 39.45058337044579
p 42 43 15.342984455793886
p 149 178 61.97838334963266
p 82 211 6.9855954008076715
p 2 292 93.98080248234383
p 239 265 21.16940390440198
p 29 313 20.095732146459675
p 196 233 37.7515946424258
p 244 314 80.81104682231314
p 113 135 31.478577963994525
p 61 111 65.91150826923848
p 106 389 97.63058402427626
p 336 375 66.1527923322462
p 139 377 88.65799126014294
p 208 237 19.490948085596827
p 25 116 66.61788436398021
p 16 395 96.82354755111459
p 153 207 72.36061700967406
p 67 194 97.90735715983493
p 239 341 26.89297532154112
p 276 329 48.203898462817264
p 75 296 20.95332680895814
p 24 180 18.59076391605807
p 48 299 39.63871523935509
p 88 315 23.060016618758816
p 304 365 39.06779474948467
p 28 97 97.11187482786474
p 124 321 82.18421532681019
p 68 197 74.14107895104681
p 291 293 89.93602250531984
p 187 269 42.654285685032505
p 48 392 56.545505802993546
p 309 357 85.67727677269114
p 55 349 11.682781265719855
p 171 384 72.74823217732575
p 215 280 32.14381090767658
p 18 29 21.94122439914089
p 310 388 28.942680592510673
p 271 377 37.962138156005516
p 30 271 44.295908663053744
p 213 270 3.706699620095834
p 173 186 89.52008582282377
p 116 120 16.23136199025961
p 297 397 20.155023156748857
p 94 398 77.72712548048972
p 71 108 96.65430501400047
p 305 320 16.260972953586545
p 364 397 70.36829967821635
p 74 376 41.410721230249415
p 253 256 94.91960354331749
p 84 302 36.46969634591252
p 94 142 99.2910378244284
p 149 250 4.3588929532656575
p 238 391 80.03761698649824
p 204 251 48.41497764759525
p 20 91 60.64354804196272
p 225 380 20.51154538614937
p 65 72 43.55228698501223
p 140 390 9.46220815455297
p 50 375 5.932619095811202
p 107 399 60.83413812915061
p 316 389 79.12235191661733
p 20 352 73.18126238897324
p 31 187 57.789540978598765
p 104 157 48.81073576315309
p 219 224 74.9121157226395
p 173 365 56.85021425565319
p 293 309 74.69980679679954
p 112 317 30.86264386825589
p 118 127 20.575747507278965
p 163 294 24.351539491135583
p 89 287 54.39329556721202
p 331 354 47.637910476733744
p 81 314 62.83229056676808
p 212 294 23.936825958408797
p 259 346 86.04090519059831
p 166 248 75.63062948547648
p 45 257 6.98244073001263
p 173 276 17.310120370748617
p 16 192 38.327114845289536
p 281 316 41.30765327086654
p 106 134 52.540905277842946
p 234 244 76.7981610526805
p 259 367 68.11477402694531
p 181 392 43.893169729666155
p 111 287 87.89140447236949
p 124 136 78.46009930110253
p 251 346 92.39970626130474
p 169 253 87.2221518393715
p 23 276 79.54520068645148
p 22 43 12.315587976960712
p 119 162 53.704741020091
p 215 330 57.065262547959605
p 137 315 52.077140718310154
p 176 290 50.82578030734088
p 52 61 7.48376126060649
p 301 358 56.364643510937206
p 54 365 93.72121719927253
p 35 68 66.05085892027077
p 7 65 90.99575609092342
p 163 175 39.22412669623565
p 18 168 8.435751390312543
p 21 186 54.29134578108127
p 22 102 20.73467298294212
p 114 379 77.15858383636464
p 270 318 10.758977617123064
p 236 351 35.82541647755843
p 239 313 93.54244835941154
p 240 351 77.18462552361659
p 26 352 61.570258816400376
p 237 299 85.4955783511551
p 85 97 53.168471310910675
p 216 308 27.367251126918575
p 144 274 69.97083749537592
p 6 45 59.06406088590892
p 166 361 40.657641199870994
p 277 284 35.2367545267139
p 74 316 67.27659242214568
p 112 206 95.0573726179285
p 249 279 18.522931520767735
p 268 307 33.80012821743685
p 283 337 65.50232358732227
p 12 354 95.43561237256813
p 353 388 59.060987944523326
p 105 252 47.21181492353085
p 21 24 86.20992327383598
p 9 284 14.008052566002188
p 50 238 69.9404051180173
p 259 285 71.40844228998543
p 233 264 71.97354453844923
p 165 308 98.02077900574702
p 159 337 65.69695279496803
p 287 320 32.74125513424983
p 66 281 45.75787288140438
p 17 232 94.17324018479765
p 204 286 72.47994339812085
p 51 236 10.717624429444438
p 92 195 12.58676170995621
p 145 382 37.62516604036617
p 46 247 97.95382438567422
p 19 153 86.90561548323774
p 78 172 42.61629193607783
p 91 331 82.70857792513917
p 106 113 49.424643487676434
p 164 395 49.030971116705366
p 185 277 20.167439414806356
p 77 261 64.76769828991404
p 338 365 92.61597805605449
p 209 226 94.51072636508856
p 181 251 87.20679633495283
p 204 345 19.272668403116295
p 59 240 9.774366436384144
p 0 147 13.3887743104055
p 69 104 80.7806563508138
p 135 228 84.11965630979276
p 96 235 13.089152741521152
p 28 180 1.536970524081401
p 94 254 12.58475919920033
p 18 360 43.839571732721346
p 266 321 60.24268720189306
p 167 391 51.1281142185677
p 93 343 91.86078837341395
p 67 343 7.256636181334978
p 41 250 56.4805853316871
p 52 202 78.16607447975657
p 100 218 38.8255120852187
p 86 231 2.6968278774219967
p 89 394 13.222341934509641
p 199 258 39.432929876768334
p 268 352 16.354107895049637
p 40 172 46.91185296962719
p 136 201 47.30904957517184
p 244 351 99.11610310924404
p 13 213 32.664008107352544
p 14 244 73.57209852833373
p 112 366 74.8573846963483
p 59 138 60.58193991422161
p 140 165 70.20356702691093
p 305 388 99.49712124039459
p 27 51 62.810924770977635
p 62 89 95.85719213105845
p 101 125 99.5015088972752
p 106 181 70.16229380170421
p 75 352 45.742278309200955
p 169 252 1.619827582357189
p 195 261 15.077641813091862
p 18 201 24.103868190354017
p 105 214 53.171318798493324
p 83 372 44.0727745836397
p 15 353 62.940660498987064
p 37 77 50.505582381993655
p 7 51 29.071470654602006
p 184 306 44.38621123531581
p 58 162 22.694285219690165
p 127 174 57.075628915604014
p 89 343 49.75599464450628
p 257 380 18.41192985025488
p 302 313 67.28294929533665
p 71 169 66.45266279114635
p 1 334 13.52522379671517
p 9 179 92.72406571462359
p 131 214 28.313508790754238
p 132 267 8.919782333233446
p 38 46 30.116871577043035
p 120 280 89.20282812124732
p 198 336 35.74929043639725
p 38 245 55.432034012798375
p 66 73 77.00675151272279
p 236 385 49.44166581897344
p 167 306 12.920739691122536
p 339 369 58.35345757950742
p 76 210 8.140329311333165
p 59 335 6.197775932595114
p 191 373 35.1012973288639
p 221 332 15.950492586587892
p 48 346 53.54012845828328
p 12 43 27.014796083786884
p 56 174 1.3587657304331202
p 201 385 12.435608574041025
p 354 362 67.32089343441395
p 75 348 81.92550857892796
p 168 377 62.99267448543105
p 96 306 85.43766068957278
p 221 358 5.686722460604417
p 159 209 18.077091063110828
p 58 72 83.35132200653541
p 114 343 78.13611632904367
p 236 279 85.67999438037322
p 8 272 82.78136863056221
p 177 340 29.36643702144667
p 45 132 10.425424717269408
p 23 114 38.23038511457208
p 105 348 12.284807124027978
p 191 225 62.898635672029435
p 107 172 18.581212990445717
p 18 221 60.81105940573301
p 328 357 1.555246878218675
p 79 151 55.88200481863611
p 41 84 71.20579444299102
p 87 345 94.77724947757498
p 62 245 70.62045228988421
p 31 206 19.366035705386437
p 78 348 59.91621527144507
p 161 233 59.18983926218179
p 79 109 67.68392228792911
p 300 320 39.0920799829604
p 22 326 44.561988132994905
p 39 213 39.44224176760794
p 115 275 97.81309945767826
p 153 303 59.680034114431095
p 59 362 2.971742437554047
p 52 296 44.9903855008172
p 12 221 48.99867421115864
p 36 94 22.68929451253062
p 205 346 30.310603138119898
p 91 293 92.33706060395076
p 188 254 23.536876802082137
p 19 310 43.25880816528297
p 30 143 86.40022918405982
p 19 394 4.160852966247551
p 149 299 53.30902209115337
p 12 36 1.8045733396594192
p 207 329 37.860778362506416
p 317 322 21.784837835780884
p 165 254 59.8143426676111
p 49 123 40.67309848046562
p 183 282 57.88560876990845
p 155 379 34.1281194117762
p 238 353 60.385074325832534
p 38 125 60.7246873889191
p 141 265 3.676637459253718
p 57 289 90.90387447254518
p 107 212 69.36653908621061
p 120 382 36.802587998174594
p 59 309 10.68097383358424
p 77 82 96.31896415429928
p 49 328 86.12330594706808
p 250 281 65.65701024149753
p 12 266 75.58590097093779
p 80 207 37.60788607602601
p 293 380 74.39589554261593
p 93 231 8.822267823211844
p 183 221 73.78410827246589
p 194 227 89.02319775961544
p 71 336 66.32874460700071
p 104 152 87.2059106230243
p 61 335 48.1401010311765
p 175 313 36.67237183080462
p 133 189 44.7694067471133
p 308 345 60.111820163177036
p 92 209 40.81164023451541
p 189 204 83.05564047055347
p 193 295 24.82746698804959
p 296 360 18.64022157410709
p 68 395 82.19209874620954
p 280 324 13.885664382101789
p 76 279 30.268636087554036
p 111 337 92.72587060380191
p 5 123 41.13439342937846
p 12 318 67.49563253167777
p 327 346 30.249591824501675
p 36 345 88.55747923163796
p 24 150 68.63438104051048
p 282 398 12.236595984217523
p 28 141 95.10239965974324
p 228 355 62.13306490506519
p 18 331 64.14281299780954
p 28 140 31.429760849634643
p 120 121 69.0388812197898
p 112 262 49.50446756401711
p 24 346 16.52015382086444
p 39 220 46.00222182478587
p 85 102 96.9837399481131
p 170 371 61.46935842973088
p 221 295 33.44473252997387
p 94 104 71.08210995472656
p 116 304 47.326080822000556
p 239 358 87.97789115462596
p 206 351 62.08717224761726
p 50 340 21.807180594364397
p 238 261 14.675185292271154
p 63 124 30.265471851582912
p 47 273 99.62385705926079
p 148 299 28.93907119715644
p 203 265 7.188257808199083
p 9 313 88.0099924353556
p 66 317 3.872682495035249
p 144 220 64.2645478498061
p 193 276 11.550209890164973
p 200 225 76.39925662986741
p 19 385 91.62502706329504
p 91 361 20.890099544054333
p 301 388 38.77862239560103
p 214 324 72.46193117254646
p 77 239 84.22423760950927
p 127 158 76.56661026996551
p 50 241 95.05239519328188
p 296 388 42.41407521234195
p 110 307 81.70285010645975
p 328 352 52.06026393234632
p 7 81 8.13550556800442
p 80 392 89.57583770802907
p 181 258 69.60530300052861
p 79 386 31.923165183967622
p 251 314 90.00002317566867
p 67 372 78.83861632412119
p 29 362 29.462065474172498
p 37 368 17.348932068739472
p 108 143 58.13622512006767
p 150 320 60.65661134387431
p 236 310 80.05345184045922
p 315 352 91.4052381709095
p 166 219 63.439957099359866
p 78 150 9.790957087584493
p 53 151 8.150240393134304
p 121 309 91.40109025083355
p 165 303 90.0360853467761
p 256 266 15.89010543737242
p 13 199 28.294040041871277
p 100 237 27.90522116868406
p 48 102 46.66256893920276
p 37 52 5.053938757842882
p 133 206 65.9067276653988
p 2 139 35.876090682822564
p 292 308 87.4984423385113
p 211 250 35.807380350334064
p 103 279 74.25635655892755
p 60 221 77.43533708331013
p 111 207 78.98295263483972
p 58 268 11.658288660223151
p 253 327 76.86543911227065
p 338 372 18.65883468197829
p 114 321 60.18477412602861
p 18 82 52.09381772203432
p 116 375 97.9732099593498
p 234 277 12.41982447840403
p 213 216 34.97728905528501
p 156 194 36.68037560853514
p 10 371 29.91580603105426
p 45 331 17.37813166095441
p 109 316 18.16348964741206
p 155 209 82.14467266805073
p 251 398 43.70898978432013
p 143 264 73.77606814639923
p 267 378 83.07223924163048
p 119 312 30.25519840806458
p 361 374 85.67980913501059
p 67 159 28.614540548773412
p 146 266 3.3523348882677206
p 275 302 27.419797028515934
p 31 201 84.89332089418545
p 151 292 28.205567390725367
p 234 267 30.91661784358223
p 22 71 81.6890805039203
p 145 267 68.38827517923727
p 113 199 5.0773145088053155
p 131 387 34.12901191622501
p 253 268 63.10365664532281
p 13 172 92.0759629702686
p 54 239 38.90852259930661
p 61 184 68.76000836816075
p 306 352 29.12062874893376
p 19 210 42.112685355293685
p 65 245 16.032989756993118
p 162 297 12.809998567247973
p 117 166 12.180039671619301
p 26 320 38.26086988702298
p 39 256 42.87184351465699
p 239 390 59.76504598872681
p 66 256 38.40435093906895
p 126 371 45.78979718068177
p 168 360 74.21006622964816
p 352 374 47.2725153741864
p 173 345 29.085933056285665
p 2 316 7.024015188422332
p 201 347 33.23161949070926
p 143 267 52.08124070390537
p 80 137 67.8064055552939
p 95 309 56.64355820276227
p 99 241 67.87921068656266
p 181 380 10.227298128795534
p 88 168 82.12739171082985
p 91 368 64.11597318223647
p 82 107 64.84207796409846
p 105 149 98.92673206866586
p 60 311 60.86641750975703
p 116 184 30.4391059323157
p 127 138 78.42451658126548
p 170 386 12.85450815007421
p 29 349 73.04469336237263
p 245 375 72.73373271279482
p 297 378 71.43859028134379
p 271 342 77.28015264121017
p 116 204 13.652864039029811
p 121 271 31.082775763881784
p 167 303 14.847104405332924
p 44 392 29.09280192956804
p 3 272 11.658778299668551
p 105 167 14.146470507138826
p 30 36 29.070812915751098
p 188 316 30.745705446285672
p 77 374 28.927140169467236
p 81 195 62.09275873161391
p 131 160 80.1942579195482
p 159 236 26.86024329789826
p 318 389 61.44102982625761
p 133 183 12.054545492513926
